filename,text
train/img_125_0.png,star
train/img_125_1.png,Mitsubishi
train/img_125_2.png,Electric
train/img_126_0.png,Pric
train/img_126_1.png,$24
train/img_126_2.png,Bird
train/img_126_3.png,Park
train/img_126_4.png,Night
train/img_126_5.png,Sinagpore
train/img_126_6.png,River
train/img_126_7.png,Sav
train/img_126_8.png,5367
train/img_126_9.png,Safa
train/img_126_10.png,Safa
train/img_126_11.png,Holland
train/img_127_0.png,Kun
train/img_127_1.png,toastwich
train/img_128_0.png,GET
train/img_128_1.png,FIT
train/img_128_2.png,REWARDS
train/img_129_0.png,connexis
train/img_129_1.png,NORTH
train/img_129_2.png,TOWER
train/img_13_0.png,IPAL
train/img_13_1.png,IPAL
train/img_13_2.png,Stude
train/img_130_0.png,Japan
train/img_130_1.png,IPL
train/img_130_2.png,IPL
train/img_130_3.png,Japan
train/img_130_4.png,IPL
train/img_130_5.png,Japan
train/img_131_0.png,EXIT
train/img_131_1.png,buzz
train/img_131_2.png,Lee
train/img_131_3.png,Man
train/img_131_4.png,pays
train/img_131_5.png,car
train/img_131_6.png,Umisushi
train/img_131_7.png,bento
train/img_133_0.png,ATM
train/img_133_1.png,ATM
train/img_133_2.png,posit
train/img_133_3.png,date
train/img_133_4.png,out
train/img_134_0.png,WARNING
train/img_135_0.png,TUCKSHOP
train/img_136_0.png,Christmas
train/img_136_1.png,Greetings
train/img_136_2.png,Season's
train/img_136_3.png,Special
train/img_136_4.png,Step
train/img_136_5.png,INTO
train/img_136_6.png,OFF
train/img_137_0.png,GET
train/img_137_1.png,FIT
train/img_137_2.png,REWARDS
train/img_138_0.png,Best
train/img_138_1.png,served
train/img_138_2.png,oftly
train/img_138_3.png,BRING
train/img_138_4.png,OUT
train/img_138_5.png,volume
train/img_139_0.png,Front
train/img_139_1.png,M1-A1
train/img_139_2.png,PINTU
train/img_139_3.png,KECEMASA
train/img_14_0.png,$500
train/img_14_1.png,$4.00
train/img_14_2.png,$4.00
train/img_14_3.png,$4.00
train/img_14_4.png,Lower
train/img_14_5.png,colorie
train/img_140_0.png,South
train/img_140_1.png,Pasir
train/img_140_2.png,Ris
train/img_140_3.png,Changi
train/img_140_4.png,Airport
train/img_141_0.png,jem
train/img_142_0.png,UnionPay
train/img_142_1.png,MEPS
train/img_142_2.png,Maestro
train/img_142_3.png,VISA
train/img_142_4.png,OCBC
train/img_142_5.png,Cirrus
train/img_142_6.png,UOB
train/img_142_7.png,by:
train/img_142_8.png,NISP
train/img_142_9.png,VISA
train/img_143_0.png,Koon
train/img_143_1.png,Chang
train/img_143_2.png,Airport
train/img_144_0.png,WIND
train/img_144_1.png,MIND
train/img_145_0.png,saves
train/img_145_1.png,Recycle!
train/img_145_2.png,Changi
train/img_145_3.png,Recycle!
train/img_145_4.png,Airport
train/img_145_5.png,Hut
train/img_145_6.png,eve
train/img_146_0.png,world's
train/img_146_1.png,finest
train/img_146_2.png,Delivering
train/img_146_3.png,you
train/img_146_4.png,the
train/img_146_5.png,Freshest
train/img_146_6.png,Juices
train/img_146_7.png,from
train/img_146_8.png,the
train/img_146_9.png,fruits
train/img_146_10.png,62620220
train/img_147_0.png,expectations
train/img_147_1.png,OPEN
train/img_147_2.png,ALL
train/img_147_3.png,Seating
train/img_147_4.png,FOREIGNERS
train/img_147_5.png,Reserved
train/img_147_6.png,Country
train/img_147_7.png,Garden
train/img_147_8.png,Group's
train/img_147_9.png,first
train/img_147_10.png,outside
train/img_147_11.png,China
train/img_147_12.png,that
train/img_147_13.png,Country
train/img_147_14.png,Garden
train/img_147_15.png,Danga
train/img_147_16.png,Bay
train/img_147_17.png,(CGDB)
train/img_147_18.png,Joho
train/img_147_19.png,Iskadar
train/img_147_20.png,Malaysia
train/img_147_21.png,With
train/img_147_22.png,CGDB
train/img_147_23.png,unseated
train/img_147_24.png,market
train/img_147_25.png,hit
train/img_147_26.png,sales
train/img_147_27.png,RMS
train/img_147_28.png,billion
train/img_147_29.png,(US$157
train/img_147_30.png,billion)
train/img_147_31.png,the
train/img_147_32.png,day
train/img_147_33.png,launch.
train/img_147_34.png,more
train/img_147_35.png,than
train/img_147_36.png,6000
train/img_147_37.png,from
train/img_147_38.png,all
train/img_147_39.png,over
train/img_147_40.png,the
train/img_147_41.png,world
train/img_147_42.png,proudly
train/img_147_43.png,Garden
train/img_147_44.png,Bay
train/img_147_45.png,home.
train/img_148_0.png,STOP
train/img_149_0.png,STOP
train/img_149_1.png,Faber
train/img_149_2.png,SJF1790X
train/img_15_0.png,DUMPING
train/img_15_1.png,STRICTLY
train/img_15_2.png,PROHIBITED
train/img_150_0.png,Walking
train/img_150_1.png,STOP
train/img_151_0.png,DAIKIN
train/img_151_1.png,EVERY
train/img_152_0.png,kiosk
train/img_152_1.png,than
train/img_152_2.png,SAH
train/img_152_3.png,More
train/img_153_0.png,all
train/img_153_1.png,life!
train/img_153_2.png,things
train/img_153_3.png,BOARD
train/img_153_4.png,www.imob.sg
train/img_153_5.png,Space
train/img_153_6.png,for
train/img_153_7.png,iMOD
train/img_154_0.png,10%
train/img_154_1.png,SALE
train/img_154_2.png,SUPER
train/img_154_3.png,OFF
train/img_155_0.png,mind
train/img_155_1.png,257
train/img_155_2.png,TAL
train/img_156_0.png,UNIVERSITY
train/img_156_1.png,TECHNOLOGICAL
train/img_156_2.png,NANYANG
train/img_158_0.png,NEED
train/img_158_1.png,CHEQUE
train/img_158_2.png,DEPOSIT
train/img_158_3.png,CASH
train/img_158_4.png,DEPOSIT
train/img_158_5.png,CHEQUE
train/img_158_6.png,PASSBO
train/img_158_7.png,ME
train/img_158_8.png,LIFE
train/img_158_9.png,THE
train/img_158_10.png,BEING
train/img_159_0.png,THE
train/img_159_1.png,CLEMENTI
train/img_159_2.png,MALL
train/img_159_3.png,#03-01/02/03
train/img_159_4.png,CALL
train/img_159_5.png,66591161
train/img_159_6.png,MARY
train/img_159_7.png,CHIA
train/img_159_8.png,Homme
train/img_159_9.png,END
train/img_159_10.png,BEST
train/img_159_11.png,KEPT
train/img_159_12.png,SECRET
train/img_159_13.png,LOOKING
train/img_159_14.png,GOOD!
train/img_159_15.png,BODY
train/img_159_16.png,SPA
train/img_159_17.png,TREATMENTS
train/img_159_18.png,FOR
train/img_159_19.png,$128
train/img_159_20.png,FACE
train/img_16_0.png,STOREY
train/img_16_1.png,LOBBY
train/img_16_2.png,LIFT
train/img_160_0.png,Unrail
train/img_160_1.png,easE
train/img_161_0.png,LEVEL
train/img_162_0.png,stand
train/img_162_1.png,OUT
train/img_163_0.png,PHOTO
train/img_163_1.png,POST
train/img_163_2.png,BOX
train/img_163_3.png,BLOCK
train/img_163_4.png,SAM
train/img_163_5.png,Lecture
train/img_163_6.png,Theatre
train/img_163_7.png,Library
train/img_163_8.png,MAE
train/img_163_9.png,OUR
train/img_164_0.png,MOST
train/img_164_1.png,ONE
train/img_164_2.png,THE
train/img_164_3.png,MAKING
train/img_164_4.png,WORLD'S
train/img_164_5.png,WE'RE
train/img_164_6.png,BEAUTIFUL
train/img_164_7.png,MORE
train/img_164_8.png,BEAUTIFUL
train/img_165_0.png,connexis
train/img_165_1.png,North
train/img_165_2.png,Tower
train/img_165_3.png,10-10 to 11
train/img_165_4.png,10-12 to 14
train/img_165_5.png,10-15 to 16
train/img_165_6.png,L10
train/img_166_0.png,EXIT
train/img_166_1.png,I2R
train/img_167_0.png,OFF
train/img_167_1.png,Minutes
train/img_167_2.png,cuts
train/img_167_3.png,$10
train/img_168_0.png,DBS
train/img_169_0.png,STOP
train/img_169_1.png,SFT0242P
train/img_17_0.png,Clementi
train/img_170_0.png,Ayer
train/img_170_1.png,Rajah
train/img_170_2.png,Ave
train/img_170_3.png,KEH
train/img_170_4.png,ENGINEERING
train/img_170_5.png,PTE
train/img_170_6.png,LTD
train/img_171_0.png,correct
train/img_171_1.png,you
train/img_171_2.png,for
train/img_171_3.png,travelling
train/img_171_4.png,Thank
train/img_171_5.png,with
train/img_171_6.png,NOTICE
train/img_171_7.png,Have
train/img_171_8.png,nice
train/img_171_9.png,day.
train/img_171_10.png,Safe
train/img_171_11.png,Please
train/img_171_12.png,the
train/img_171_13.png,Tap
train/img_171_14.png,out
train/img_171_15.png,card
train/img_171_16.png,you
train/img_171_17.png,Sbge
train/img_172_0.png,HITACHI
train/img_173_0.png,Charcoal
train/img_173_1.png,Deep
train/img_173_2.png,and
train/img_173_3.png,Remove
train/img_173_4.png,Clean
train/img_173_5.png,17x
train/img_174_0.png,Give
train/img_174_1.png,Way
train/img_174_2.png,Buses
train/img_174_3.png,Exiting
train/img_175_0.png,MRT
train/img_175_1.png,Commonwealth
train/img_175_2.png,Ave
train/img_175_3.png,West
train/img_175_4.png,EXIT
train/img_176_0.png,Lift
train/img_176_1.png,Lift
train/img_177_0.png,EXIT
train/img_178_0.png,I2R
train/img_179_0.png,GET
train/img_179_1.png,FIT
train/img_18_0.png,Service
train/img_18_1.png,Mall
train/img_18_2.png,173
train/img_18_3.png,166
train/img_18_4.png,175
train/img_18_5.png,285
train/img_18_6.png,285
train/img_18_7.png,Add
train/img_18_8.png,Value
train/img_18_9.png,Machine
train/img_18_10.png,Clementi
train/img_18_11.png,The
train/img_18_12.png,Pasenger
train/img_18_13.png,Toilet
train/img_18_14.png,BERTH
train/img_180_0.png,JOINT
train/img_180_1.png,PAIN
train/img_181_0.png,Walking
train/img_181_1.png,Within
train/img_181_2.png,Bus
train/img_181_3.png,Park
train/img_182_0.png,STOP
train/img_183_0.png,HUMP
train/img_184_0.png,SEXY!
train/img_184_1.png,WANT
train/img_184_2.png,SEE
train/img_184_3.png,MORE
train/img_184_4.png,DON'T
train/img_184_5.png,FALL
train/img_184_6.png,FOR
train/img_184_7.png,HER
train/img_185_0.png,TIONG
train/img_185_1.png,WOON
train/img_185_2.png,TOWER
train/img_185_3.png,CRANE
train/img_185_4.png,PTE.
train/img_185_5.png,LTD.
train/img_186_0.png,SKYLIGHT
train/img_187_0.png,INSEAD
train/img_187_1.png,The
train/img_187_2.png,School
train/img_187_3.png,World
train/img_188_0.png,psi
train/img_189_0.png,MANIA
train/img_19_0.png,0000
train/img_19_1.png,who
train/img_19_2.png,needs
train/img_19_3.png,nela
train/img_190_0.png,EXIT
train/img_191_0.png,$24
train/img_191_1.png,WILDLIFE
train/img_191_2.png,EXPERIENCE
train/img_191_3.png,Save
train/img_191_4.png,ULTIMATE
train/img_191_5.png,SINGAPORE'S
train/img_191_6.png,Parks
train/img_191_7.png,Price
train/img_192_0.png,MAX
train/img_192_1.png,HEIGHT
train/img_192_2.png,3.3M
train/img_193_0.png,"READER"""
train/img_193_1.png,THE
train/img_193_2.png,EXIT
train/img_193_3.png,SIDE-GATE
train/img_193_4.png,RESIDENTS
train/img_193_5.png,"""SCAN"""
train/img_193_6.png,DEAR
train/img_193_7.png,YOUR
train/img_193_8.png,ACCESS
train/img_193_9.png,CARD
train/img_193_10.png,"""CARD"
train/img_193_11.png,THE
train/img_193_12.png,RIGHT
train/img_193_13.png,HAND
train/img_193_14.png,SIDE
train/img_193_15.png,THE
train/img_193_16.png,WALL
train/img_193_17.png,AND
train/img_193_18.png,OPEN
train/img_193_19.png,GATE.
train/img_194_0.png,Give
train/img_194_1.png,Way
train/img_194_2.png,Buses
train/img_194_3.png,Exiting
train/img_195_0.png,McDonald's
train/img_195_1.png,Uno
train/img_195_2.png,Public
train/img_196_0.png,DOORS
train/img_196_1.png,Reserved
train/img_196_2.png,KEEP
train/img_196_3.png,CLEAR
train/img_196_4.png,Seating
train/img_196_5.png,JANGAN
train/img_196_6.png,BERDIRI
train/img_196_7.png,DEKAT
train/img_196_8.png,PINTU
train/img_197_0.png,501
train/img_197_1.png,LEI
train/img_197_2.png,LEVI
train/img_197_3.png,Levi's
train/img_198_0.png,APACHE
train/img_198_1.png,NOMADS
train/img_198_2.png,DANGER
train/img_198_3.png,OUT!
train/img_199_0.png,CTE
train/img_199_1.png,1PM
train/img_199_2.png,1AM
train/img_199_3.png,CLOSED
train/img_199_4.png,ORCHARD
train/img_199_5.png,Est
train/img_199_6.png,to:
train/img_199_7.png,Mins
train/img_2_0.png,EXIT
train/img_2_1.png,I2R
train/img_20_0.png,PULL
train/img_20_1.png,PULL
train/img_200_0.png,HITACHI
train/img_201_0.png,"""We"
train/img_201_1.png,insurance
train/img_201_2.png,154
train/img_201_3.png,redefining
train/img_201_4.png,more
train/img_201_5.png,than
train/img_201_6.png,manage
train/img_201_7.png,claims.
train/img_201_8.png,also
train/img_201_9.png,help
train/img_201_10.png,rebuild
train/img_201_11.png,"lives."""
train/img_202_0.png,SKYLIGHT
train/img_202_1.png,Channel
train/img_202_2.png,PREMIUM
train/img_202_3.png,GIFTS
train/img_202_4.png,SKYLIGHT
train/img_202_5.png,SKYLIGHT
train/img_202_6.png,2014
train/img_203_0.png,Ayer
train/img_203_1.png,Rajah
train/img_203_2.png,Ave
train/img_203_3.png,NSRAD
train/img_204_0.png,STOP
train/img_204_1.png,STOP
train/img_205_0.png,zero
train/img_205_1.png,Tidinas
train/img_205_2.png,INTRODUCING..
train/img_206_0.png,EXIT
train/img_207_0.png,EXIT
train/img_208_0.png,GRE
train/img_208_1.png,BOSTON
train/img_208_2.png,GRE
train/img_209_0.png,GET
train/img_209_1.png,REWARDS
train/img_209_2.png,FIT
train/img_21_0.png,THE
train/img_21_1.png,WORLD
train/img_21_2.png,YOU
train/img_21_3.png,BRING
train/img_210_0.png,EXIT
train/img_211_0.png,EXIT
train/img_212_0.png,East
train/img_212_1.png,West
train/img_212_2.png,Line
train/img_212_3.png,Sleeper
train/img_213_0.png,SHOOTING
train/img_213_1.png,READY
train/img_213_2.png,THE
train/img_213_3.png,WORLD
train/img_213_4.png,WWW.ite.edu.sg
train/img_213_5.png,FOR
train/img_213_6.png,AWARD
train/img_213_7.png,WE´RE
train/img_213_8.png,FOR
train/img_213_9.png,SUCCESS
train/img_213_10.png,QUALITY
train/img_214_0.png,325
train/img_214_1.png,POSB
train/img_215_0.png,S2.30
train/img_215_1.png,Set
train/img_215_2.png,Set
train/img_215_3.png,Set
train/img_215_4.png,HOT
train/img_215_5.png,$2..30
train/img_215_6.png,$2.00
train/img_216_0.png,Noodle
train/img_216_1.png,AGE
train/img_216_2.png,Prince
train/img_216_3.png,Khalifa
train/img_217_0.png,School
train/img_217_1.png,Zone
train/img_218_0.png,HITACHI
train/img_219_0.png,tnling
train/img_22_0.png,Have
train/img_22_1.png,NUS
train/img_22_2.png,Share
train/img_22_3.png,wiht
train/img_220_0.png,Murdoch
train/img_221_0.png,SMRT
train/img_221_1.png,Shop&Dine
train/img_222_0.png,Food
train/img_222_1.png,Beverages
train/img_222_2.png,THE
train/img_222_3.png,CAFE
train/img_222_4.png,LOBBY
train/img_222_5.png,Bringing
train/img_222_6.png,hoac
train/img_222_7.png,Changing
train/img_224_0.png,ARNOLD
train/img_224_1.png,Keppol
train/img_224_2.png,ETUDE
train/img_224_3.png,19 99
train/img_224_4.png,ETUDE
train/img_224_5.png,PALME
train/img_225_0.png,NEW
train/img_225_1.png,York
train/img_226_0.png,ACTIONCITY
train/img_226_1.png,GADGET
train/img_227_0.png,BOS
train/img_227_1.png,182/182
train/img_227_2.png,243
train/img_227_3.png,179
train/img_227_4.png,405
train/img_227_5.png,BERTH
train/img_228_0.png,X-ING
train/img_228_1.png,AHEAD
train/img_229_0.png,Minor
train/img_229_1.png,ENVIRONMENTAL
train/img_229_2.png,SUSTAINABILITY
train/img_23_0.png,AGSC2015
train/img_23_1.png,YOUR
train/img_23_2.png,NOTES
train/img_23_3.png,TRIALS
train/img_23_4.png,BUS
train/img_23_5.png,rale
train/img_23_6.png,SELL
train/img_230_0.png,BEWARE
train/img_230_1.png,TEPS
train/img_231_0.png,gap
train/img_231_1.png,platform
train/img_231_2.png,Please
train/img_231_3.png,mind
train/img_231_4.png,the
train/img_231_5.png,Platform
train/img_232_0.png,Prepaid
train/img_232_1.png,sold
train/img_232_2.png,TELECOM
train/img_232_3.png,here!
train/img_232_4.png,POP
train/img_233_0.png,Results
train/img_233_1.png,Real
train/img_233_2.png,#05-11
train/img_233_3.png,Get
train/img_233_4.png,from
train/img_233_5.png,our
train/img_233_6.png,HAIR
train/img_233_7.png,LOSS
train/img_233_8.png,EXPERTS!
train/img_234_0.png,Overpass
train/img_234_1.png,Use
train/img_235_0.png,BETTER
train/img_235_1.png,BAG
train/img_235_2.png,DOWN
train/img_235_3.png,Reserved
train/img_235_4.png,FOR
train/img_235_5.png,CAUTION
train/img_235_6.png,KEEP
train/img_235_7.png,CLEAR
train/img_235_8.png,DOORS
train/img_235_9.png,RIDE
train/img_235_10.png,4-HR
train/img_236_0.png,Better
train/img_236_1.png,Matching
train/img_236_2.png,Salary
train/img_236_3.png,Matching
train/img_236_4.png,View
train/img_236_5.png,Jobs
train/img_236_6.png,JobStreet.com
train/img_236_7.png,Salary
train/img_236_8.png,For
train/img_236_9.png,Things
train/img_236_10.png,Life
train/img_236_11.png,First
train/img_236_12.png,south
train/img_236_13.png,East
train/img_236_14.png,Asia
train/img_237_0.png,WILDLIFE
train/img_237_1.png,EXPERIENCE
train/img_237_2.png,ULTIMATE
train/img_237_3.png,Parks
train/img_237_4.png,Price
train/img_238_0.png,SKYLIGHT
train/img_239_0.png,Dover
train/img_239_1.png,onsir
train/img_239_2.png,Ayer
train/img_239_3.png,Rajah
train/img_239_4.png,ave
train/img_239_5.png,Ave
train/img_239_6.png,mmonwealth
train/img_239_7.png,and
train/img_24_0.png,NUS
train/img_24_1.png,NUS
train/img_24_2.png,Faculty
train/img_24_3.png,Engine
train/img_24_4.png,Internal
train/img_24_5.png,Shuttle
train/img_24_6.png,Bus
train/img_240_0.png,delicious
train/img_240_1.png,doughy
train/img_240_2.png,shell.
train/img_240_3.png,sealed
train/img_240_4.png,and
train/img_240_5.png,Kaya
train/img_240_6.png,Crackers
train/img_240_7.png,Toast
train/img_240_8.png,Cubes
train/img_240_9.png,YaKunKaT
train/img_240_10.png,INTRODUCUCING...
train/img_240_11.png,Tidings
train/img_240_12.png,Comfort
train/img_240_13.png,and
train/img_240_14.png,Joy!
train/img_240_15.png,your
train/img_240_16.png,toast?
train/img_240_17.png,How
train/img_240_18.png,would
train/img_240_19.png,you
train/img_240_20.png,like
train/img_241_0.png,Ham & Cheese
train/img_241_1.png,Egg
train/img_241_2.png,Mayo
train/img_241_3.png,$2.50
train/img_241_4.png,Tuna
train/img_241_5.png,Sandwiches
train/img_241_6.png,Toast
train/img_241_7.png,1.60
train/img_241_8.png,Eggs
train/img_241_9.png,1.50
train/img_241_10.png,Kaya
train/img_241_11.png,butter
train/img_241_12.png,Butter
train/img_241_13.png,Suga
train/img_241_14.png,Peamt
train/img_241_15.png,honey
train/img_241_16.png,DRINKS
train/img_241_17.png,ICED
train/img_241_18.png,TEAS!!
train/img_241_19.png,2.50
train/img_241_20.png,3.50
train/img_242_0.png,READY
train/img_242_1.png,FOR
train/img_242_2.png,THE
train/img_242_3.png,WORLD
train/img_242_4.png,WE'RE
train/img_242_5.png,SHOOTING
train/img_242_6.png,FOR
train/img_242_7.png,SUCCESS
train/img_242_8.png,ITE
train/img_243_0.png,HERE
train/img_243_1.png,THE
train/img_243_2.png,PULSE
train/img_243_3.png,SUCCESS
train/img_244_0.png,coffee
train/img_244_1.png,club
train/img_245_0.png,Photo
train/img_245_1.png,PHOTO
train/img_245_2.png,PHOTO
train/img_245_3.png,PHOTOS
train/img_245_4.png,PHOTO
train/img_246_0.png,10-21
train/img_246_1.png,[05]
train/img_246_2.png,Carpark
train/img_247_0.png,EXIT
train/img_247_1.png,rreis
train/img_247_2.png,L10
train/img_248_0.png,Connexis
train/img_248_1.png,Symbiosis
train/img_248_2.png,Fusionopolis
train/img_248_3.png,Car
train/img_248_4.png,Park
train/img_249_0.png,QUICKPICK
train/img_25_0.png,MRT
train/img_25_1.png,Kent
train/img_25_2.png,Ridge
train/img_251_0.png,DIRECTORY
train/img_252_0.png,JTC
train/img_252_1.png,LaunchPad
train/img_253_0.png,Toastwich
train/img_254_0.png,52191
train/img_255_0.png,HUMP
train/img_255_1.png,AHEAD
train/img_256_0.png,Club
train/img_256_1.png,House
train/img_256_2.png,Swimming
train/img_256_3.png,Pool
train/img_256_4.png,Tennis
train/img_256_5.png,Court
train/img_256_6.png,BBQ
train/img_256_7.png,Pit
train/img_257_0.png,CARD
train/img_257_1.png,RESIDENTS
train/img_257_2.png,EXIT
train/img_257_3.png,DEAR
train/img_257_4.png,SIDE-GATE
train/img_257_5.png,MAGELLAN
train/img_257_6.png,"""SCAN"""
train/img_257_7.png,YOUR
train/img_257_8.png,ACCESS
train/img_257_9.png,CARD
train/img_257_10.png,THE
train/img_257_11.png,READER
train/img_257_12.png,THE
train/img_257_13.png,RIGHT
train/img_257_14.png,HAND
train/img_257_15.png,SIDE
train/img_257_16.png,THE
train/img_257_17.png,WALL
train/img_257_18.png,AND
train/img_257_19.png,OPEN
train/img_257_20.png,GATE
train/img_259_0.png,B05
train/img_259_1.png,154
train/img_259_2.png,Ave
train/img_259_3.png,Clementi
train/img_259_4.png,17059
train/img_259_5.png,188
train/img_259_6.png,196
train/img_259_7.png,201
train/img_259_8.png,727
train/img_259_9.png,963
train/img_259_10.png,963R
train/img_26_0.png,ONE
train/img_26_1.png,LEVEL
train/img_26_2.png,DOWN
train/img_260_0.png,Murdoch
train/img_260_1.png,multiply
train/img_260_2.png,routes
train/img_260_3.png,iMOD
train/img_260_4.png,success
train/img_260_5.png,with
train/img_260_6.png,double
train/img_260_7.png,It´s
train/img_260_8.png,choice
train/img_260_9.png,UNIVERSITY
train/img_260_10.png,ARS
train/img_261_0.png,connexis
train/img_262_0.png,CHINATOWN
train/img_262_1.png,FISH
train/img_262_2.png,DELIGHT'S
train/img_263_0.png,CTE
train/img_263_1.png,Airport
train/img_263_2.png,PIER
train/img_264_0.png,winners
train/img_264_1.png,Winner
train/img_264_2.png,with
train/img_264_3.png,SingTel
train/img_264_4.png,Prepaid
train/img_264_5.png,Prizes
train/img_264_6.png,win:
train/img_264_7.png,hi!
train/img_264_8.png,Sony
train/img_264_9.png,Xperia
train/img_264_10.png,Handset
train/img_264_11.png,DataTalk$22
train/img_264_12.png,Top-up
train/img_264_13.png,Cards
train/img_264_14.png,Sets
train/img_264_15.png,worth
train/img_264_16.png,$264
train/img_264_17.png,Total
train/img_264_18.png,Promotion
train/img_264_19.png,January
train/img_264_20.png,2015
train/img_264_21.png,How
train/img_264_22.png,Win:
train/img_264_23.png,Purchase
train/img_264_24.png,any
train/img_264_25.png,Data/Social
train/img_264_26.png,Plan
train/img_264_27.png,Triple
train/img_264_28.png,your
train/img_264_29.png,chances:
train/img_264_30.png,low
train/img_264_31.png,for
train/img_264_32.png,data
train/img_264_33.png,$0.50
train/img_265_0.png,IPPUDO
train/img_265_1.png,IPPUDO
